Cycle,Code,Role,Values
1,INFP-A,Mediator,"[17, 53, 33, 33, 71]"
2,ISFP-A,Adventurer,"[17, 47, 40, 33, 69]"
3,INFP-A,Mediator,"[12, 54, 37, 32, 69]"
4,INFP-A,Mediator,"[19, 53, 39, 33, 64]"
5,ISFP-A,Adventurer,"[14, 45, 37, 35, 65]"
6,ISFP-A,Adventurer,"[15, 47, 39, 37, 61]"
7,INFP-A,Mediator,"[12, 53, 36, 37, 72]"
8,ISFP-A,Adventurer,"[12, 45, 35, 33, 65]"
9,ISFP-A,Adventurer,"[15, 42, 35, 39, 69]"
10,INFP-A,Mediator,"[14, 51, 37, 39, 68]"
11,ISFP-A,Adventurer,"[12, 38, 39, 37, 72]"
12,INFP-A,Mediator,"[14, 52, 43, 42, 63]"
13,ISFP-A,Adventurer,"[14, 48, 33, 39, 69]"
14,ISFP-A,Adventurer,"[18, 45, 40, 37, 67]"
15,INFP-A,Mediator,"[19, 57, 35, 32, 67]"
16,ISFP-A,Adventurer,"[15, 48, 37, 39, 60]"
17,ISFP-A,Adventurer,"[17, 46, 39, 33, 65]"
18,ISFP-A,Adventurer,"[14, 48, 40, 29, 64]"
19,ISFP-A,Adventurer,"[12, 45, 37, 39, 74]"
20,ISFP-A,Adventurer,"[14, 43, 33, 36, 69]"
21,INFP-A,Mediator,"[17, 54, 43, 35, 65]"
22,INFP-A,Mediator,"[14, 53, 33, 31, 63]"
23,INFP-A,Mediator,"[14, 54, 37, 31, 63]"
24,ISFP-A,Adventurer,"[17, 46, 36, 33, 64]"
25,ISFP-A,Adventurer,"[12, 42, 35, 35, 65]"
26,ISFP-A,Adventurer,"[15, 42, 37, 32, 69]"
27,INFP-A,Mediator,"[17, 52, 36, 37, 61]"
28,ISFP-A,Adventurer,"[17, 43, 36, 37, 71]"
29,ISFP-A,Adventurer,"[17, 42, 36, 35, 68]"
30,ISFP-A,Adventurer,"[21, 45, 36, 39, 65]"
31,ISFP-A,Adventurer,"[15, 38, 35, 33, 67]"
32,ISFP-A,Adventurer,"[7, 48, 36, 40, 69]"
33,ISFP-A,Adventurer,"[17, 47, 36, 40, 64]"
34,ISFP-A,Adventurer,"[15, 47, 35, 40, 64]"
35,ISFP-A,Adventurer,"[12, 48, 42, 37, 68]"
36,ISFP-A,Adventurer,"[10, 42, 29, 36, 61]"
37,ISFP-A,Adventurer,"[18, 48, 37, 35, 67]"
38,INFP-A,Mediator,"[14, 60, 35, 39, 68]"
39,ISFP-A,Adventurer,"[17, 43, 37, 31, 72]"
40,ISFP-A,Adventurer,"[14, 47, 32, 36, 71]"
41,ISFP-A,Adventurer,"[12, 48, 37, 35, 64]"
42,ISFP-A,Adventurer,"[19, 48, 39, 35, 67]"
43,ISFP-A,Adventurer,"[17, 47, 39, 35, 72]"
44,INFP-A,Mediator,"[15, 51, 37, 35, 69]"
45,ISFP-A,Adventurer,"[10, 47, 35, 35, 68]"
46,INFP-A,Mediator,"[14, 53, 37, 33, 65]"
47,ISFP-A,Adventurer,"[12, 48, 36, 35, 64]"
48,INFP-A,Mediator,"[11, 51, 36, 31, 69]"
49,INFP-A,Mediator,"[15, 54, 39, 35, 64]"
50,INFP-A,Mediator,"[12, 53, 36, 26, 67]"
51,ISFP-A,Adventurer,"[15, 41, 39, 29, 65]"
52,ISFP-A,Adventurer,"[14, 35, 37, 33, 68]"
53,ISFP-A,Adventurer,"[12, 48, 37, 32, 74]"
54,INFP-A,Mediator,"[15, 53, 39, 33, 72]"
55,INFP-A,Mediator,"[17, 57, 40, 36, 68]"
56,ISFP-A,Adventurer,"[15, 48, 35, 32, 64]"
57,INFP-A,Mediator,"[17, 51, 33, 32, 68]"
58,ISFP-A,Adventurer,"[10, 42, 35, 33, 68]"
59,ISFP-A,Adventurer,"[17, 48, 37, 36, 68]"
60,INFP-A,Mediator,"[18, 56, 35, 36, 72]"
61,ISFP-A,Adventurer,"[12, 42, 43, 37, 67]"
62,ISFP-A,Adventurer,"[15, 47, 39, 36, 67]"
63,INFP-A,Mediator,"[12, 54, 39, 35, 71]"
64,ISFP-A,Adventurer,"[14, 46, 40, 32, 67]"
65,ISFP-A,Adventurer,"[15, 46, 36, 32, 65]"
66,ISFP-A,Adventurer,"[14, 43, 33, 35, 65]"
67,ISFP-A,Adventurer,"[17, 47, 32, 31, 67]"
68,INFP-A,Mediator,"[14, 52, 35, 33, 68]"
69,INFP-A,Mediator,"[14, 51, 33, 31, 63]"
70,ISFP-A,Adventurer,"[19, 41, 37, 32, 67]"
71,ISFP-A,Adventurer,"[17, 46, 40, 33, 68]"
72,ISFP-A,Adventurer,"[19, 47, 36, 32, 60]"
73,ISFP-A,Adventurer,"[14, 48, 37, 42, 68]"
74,ISFP-A,Adventurer,"[12, 47, 39, 33, 69]"
75,ISFP-A,Adventurer,"[18, 46, 36, 36, 67]"
76,ISFP-A,Adventurer,"[18, 45, 33, 29, 72]"
77,ISFP-A,Adventurer,"[11, 48, 37, 32, 64]"
78,INFP-A,Mediator,"[14, 51, 37, 33, 72]"
79,ISFP-A,Adventurer,"[14, 45, 36, 31, 67]"
80,ISFP-A,Adventurer,"[17, 45, 33, 35, 60]"
81,INFP-A,Mediator,"[12, 54, 40, 33, 68]"
82,INFP-A,Mediator,"[8, 57, 35, 36, 64]"
83,ISFP-A,Adventurer,"[15, 45, 40, 37, 64]"
84,INFP-A,Mediator,"[15, 54, 36, 32, 61]"
85,ISFP-A,Adventurer,"[15, 42, 36, 33, 65]"
86,INFP-A,Mediator,"[17, 51, 36, 36, 61]"
87,ISFP-A,Adventurer,"[15, 42, 36, 43, 75]"
88,ISFP-A,Adventurer,"[14, 46, 35, 35, 69]"
89,ISFP-A,Adventurer,"[11, 36, 35, 33, 67]"
90,ISFP-A,Adventurer,"[15, 47, 32, 39, 71]"
91,ISFP-A,Adventurer,"[18, 41, 39, 36, 74]"
92,ISFP-A,Adventurer,"[12, 43, 36, 36, 67]"
93,ISFP-A,Adventurer,"[17, 43, 40, 39, 72]"
94,ISFP-A,Adventurer,"[17, 45, 39, 36, 65]"
95,INFP-A,Mediator,"[19, 54, 42, 26, 63]"
96,INFP-A,Mediator,"[8, 57, 35, 29, 64]"
97,ISFP-A,Adventurer,"[17, 46, 37, 40, 63]"
98,ISFP-A,Adventurer,"[12, 46, 37, 39, 68]"
99,INFP-A,Mediator,"[14, 51, 43, 35, 63]"
100,ISFP-A,Adventurer,"[14, 39, 37, 31, 64]"
