Cycle,Code,Role,Values
1,ISTP-A,Virtuoso,"[39, 39, 64, 18, 75]"
2,ISTP-A,Virtuoso,"[39, 39, 57, 15, 81]"
3,ISTP-A,Virtuoso,"[39, 42, 60, 18, 79]"
4,ISTP-A,Virtuoso,"[42, 42, 63, 18, 74]"
5,ISTP-A,Virtuoso,"[36, 41, 63, 18, 79]"
6,ISTP-A,Virtuoso,"[40, 43, 60, 22, 81]"
7,ISTP-A,Virtuoso,"[46, 39, 64, 18, 74]"
8,ISTP-A,Virtuoso,"[39, 41, 63, 17, 81]"
9,ISTP-A,Virtuoso,"[42, 43, 61, 12, 75]"
10,ISTP-A,Virtuoso,"[43, 42, 63, 17, 78]"
11,ISTP-A,Virtuoso,"[37, 35, 61, 18, 78]"
12,ISTP-A,Virtuoso,"[42, 38, 65, 18, 78]"
13,ISTP-A,Virtuoso,"[42, 39, 60, 21, 78]"
14,ISTP-A,Virtuoso,"[43, 39, 63, 18, 75]"
15,ISTP-A,Virtuoso,"[35, 36, 65, 18, 79]"
16,ISTP-A,Virtuoso,"[35, 36, 63, 21, 78]"
17,ISTP-A,Virtuoso,"[43, 34, 61, 19, 76]"
18,ISTP-A,Virtuoso,"[42, 43, 63, 19, 78]"
19,ISTP-A,Virtuoso,"[42, 43, 65, 21, 72]"
20,ISTP-A,Virtuoso,"[39, 42, 60, 14, 76]"
21,ISTP-A,Virtuoso,"[35, 36, 64, 18, 76]"
22,ISTP-A,Virtuoso,"[35, 39, 63, 19, 74]"
23,ISTP-A,Virtuoso,"[47, 39, 60, 18, 75]"
24,ISTP-A,Virtuoso,"[37, 41, 61, 17, 78]"
25,ISTP-A,Virtuoso,"[37, 46, 60, 14, 76]"
26,ISTP-A,Virtuoso,"[37, 42, 60, 17, 75]"
27,ISTP-A,Virtuoso,"[40, 42, 64, 22, 81]"
28,ISTP-A,Virtuoso,"[44, 46, 65, 17, 78]"
29,ISTP-A,Virtuoso,"[43, 41, 63, 18, 72]"
30,ISTP-A,Virtuoso,"[39, 38, 61, 18, 75]"
31,ISTP-A,Virtuoso,"[42, 45, 64, 21, 81]"
32,ISTP-A,Virtuoso,"[39, 42, 64, 18, 76]"
