Cycle,Code,Role,Values
1,ESTJ-A,Executive,"[61, 18, 79, 63, 78]"
2,ESTJ-A,Executive,"[64, 17, 79, 71, 76]"
3,ESTJ-A,Executive,"[65, 10, 79, 65, 78]"
4,ESTJ-A,Executive,"[65, 11, 82, 61, 81]"
5,ESTJ-A,Executive,"[67, 14, 82, 68, 78]"
6,ESTJ-A,Executive,"[74, 13, 79, 65, 78]"
7,ESTJ-A,Executive,"[65, 16, 79, 64, 78]"
8,ESTJ-A,Executive,"[61, 20, 78, 65, 82]"
9,ESTJ-A,Executive,"[63, 17, 81, 63, 74]"
10,ESTJ-A,Executive,"[72, 18, 78, 61, 83]"
11,ESTJ-A,Executive,"[69, 18, 81, 64, 72]"
12,ESTJ-A,Executive,"[64, 14, 82, 64, 79]"
13,ESTJ-A,Executive,"[65, 17, 78, 63, 74]"
14,ESTJ-A,Executive,"[60, 17, 81, 65, 78]"
15,ESTJ-A,Executive,"[72, 17, 81, 60, 72]"
16,ESTJ-A,Executive,"[68, 14, 75, 58, 85]"
17,ESTJ-A,Executive,"[68, 11, 78, 65, 75]"
18,ESTJ-A,Executive,"[65, 14, 83, 60, 79]"
19,ESTJ-A,Executive,"[63, 9, 81, 60, 79]"
20,ESTJ-A,Executive,"[63, 20, 78, 64, 85]"
21,ESTJ-A,Executive,"[64, 13, 79, 64, 78]"
22,ESTJ-A,Executive,"[68, 18, 83, 58, 78]"
23,ESTJ-A,Executive,"[65, 18, 83, 60, 75]"
24,ESTJ-A,Executive,"[67, 17, 75, 64, 78]"
25,ESTJ-A,Executive,"[74, 13, 85, 64, 78]"
26,ESTJ-A,Executive,"[61, 14, 78, 63, 79]"
27,ESTJ-A,Executive,"[67, 17, 81, 64, 82]"
28,ESTJ-A,Executive,"[63, 10, 79, 58, 74]"
29,ESTJ-A,Executive,"[61, 14, 81, 58, 79]"
30,ESTJ-A,Executive,"[75, 20, 82, 67, 78]"
31,ESTJ-A,Executive,"[67, 21, 82, 60, 83]"
32,ESTJ-A,Executive,"[60, 17, 81, 61, 78]"
33,ESTJ-A,Executive,"[61, 20, 81, 64, 76]"
34,ESTJ-A,Executive,"[68, 17, 79, 68, 74]"
35,ESTJ-A,Executive,"[63, 17, 81, 64, 83]"
36,ESTJ-A,Executive,"[64, 22, 83, 63, 82]"
37,ESTJ-A,Executive,"[67, 13, 83, 64, 78]"
38,ESTJ-A,Executive,"[65, 18, 79, 68, 76]"
39,ESTJ-A,Executive,"[64, 18, 78, 63, 76]"
40,ESTJ-A,Executive,"[61, 6, 75, 65, 78]"
41,ESTJ-A,Executive,"[65, 20, 81, 64, 83]"
42,ESTJ-A,Executive,"[61, 14, 81, 63, 76]"
