Cycle,Code,Role,Values
1,ESFP-A,Entertainer,"[68, 32, 49, 21, 78]"
2,ESFP-A,Entertainer,"[68, 35, 49, 22, 75]"
3,ESFP-A,Entertainer,"[65, 42, 47, 19, 81]"
4,ESFP-A,Entertainer,"[71, 36, 49, 19, 71]"
5,ESFP-A,Entertainer,"[65, 34, 49, 21, 74]"
6,ESFP-A,Entertainer,"[65, 38, 43, 17, 76]"
7,ESFP-A,Entertainer,"[65, 27, 49, 28, 69]"
8,ESTP-A,Entrepreneur,"[65, 32, 51, 21, 75]"
9,ESFP-A,Entertainer,"[65, 31, 49, 21, 72]"
10,ESTP-A,Entrepreneur,"[65, 32, 54, 24, 74]"
11,ESFP-A,Entertainer,"[74, 31, 46, 15, 79]"
12,ESTP-A,Entrepreneur,"[67, 22, 53, 21, 83]"
13,ESFP-A,Entertainer,"[64, 32, 49, 22, 85]"
14,ESTP-A,Entrepreneur,"[65, 41, 54, 26, 75]"
15,ESTP-A,Entrepreneur,"[65, 45, 54, 22, 75]"
16,ESFP-A,Entertainer,"[65, 29, 49, 21, 78]"
17,ESTP-A,Entrepreneur,"[65, 17, 56, 24, 76]"
18,ESTP-A,Entrepreneur,"[65, 41, 51, 22, 82]"
19,ESFP-A,Entertainer,"[74, 20, 47, 19, 79]"
20,ESFP-A,Entertainer,"[65, 27, 47, 25, 78]"
21,ESTP-A,Entrepreneur,"[72, 31, 53, 21, 81]"
22,ESTP-A,Entrepreneur,"[72, 28, 51, 26, 78]"
23,ESFP-A,Entertainer,"[65, 27, 47, 22, 72]"
24,ESFP-A,Entertainer,"[64, 29, 49, 21, 79]"
25,ESTP-A,Entrepreneur,"[65, 27, 53, 21, 76]"
26,ESFP-A,Entertainer,"[63, 24, 49, 24, 69]"
27,ESFP-A,Entertainer,"[64, 35, 47, 22, 81]"
28,ESTP-A,Entrepreneur,"[72, 25, 56, 21, 74]"
29,ESTP-A,Entrepreneur,"[65, 22, 53, 25, 86]"
30,ESTP-A,Entrepreneur,"[67, 36, 54, 24, 76]"
31,ESFP-A,Entertainer,"[63, 32, 49, 21, 76]"
32,ESTP-A,Entrepreneur,"[72, 31, 54, 24, 72]"
33,ESFP-A,Entertainer,"[72, 42, 46, 25, 81]"
34,ESTP-A,Entrepreneur,"[65, 34, 53, 19, 75]"
35,ESFP-A,Entertainer,"[63, 32, 42, 25, 76]"
36,ESTP-A,Entrepreneur,"[65, 41, 57, 17, 71]"
37,ESFP-A,Entertainer,"[64, 25, 49, 21, 81]"
38,ESFP-A,Entertainer,"[65, 35, 49, 21, 75]"
39,ESTP-A,Entrepreneur,"[65, 29, 51, 19, 82]"
40,ESFP-A,Entertainer,"[67, 39, 49, 19, 71]"
41,ESTP-A,Entrepreneur,"[64, 28, 53, 19, 76]"
42,ESFP-A,Entertainer,"[65, 32, 47, 24, 75]"
43,ESFP-A,Entertainer,"[65, 28, 47, 24, 81]"
44,ESFP-A,Entertainer,"[61, 32, 46, 22, 76]"
45,ESTP-A,Entrepreneur,"[72, 20, 54, 21, 75]"
46,ESFP-A,Entertainer,"[74, 38, 46, 26, 78]"
47,ESTP-A,Entrepreneur,"[65, 29, 51, 22, 78]"
48,ESFP-A,Entertainer,"[72, 16, 49, 21, 81]"
49,ESFP-A,Entertainer,"[65, 21, 47, 19, 82]"
50,ESFP-A,Entertainer,"[61, 39, 44, 21, 79]"
51,ESFP-A,Entertainer,"[75, 32, 44, 26, 79]"
52,ESTP-A,Entrepreneur,"[64, 28, 54, 17, 72]"
53,ESTP-A,Entrepreneur,"[65, 38, 51, 21, 83]"
54,ESFP-A,Entertainer,"[63, 32, 47, 22, 78]"
55,ESFP-A,Entertainer,"[63, 35, 47, 18, 79]"
56,ESTP-A,Entrepreneur,"[67, 41, 53, 18, 74]"
57,ESTP-A,Entrepreneur,"[65, 31, 54, 21, 79]"
58,ESTP-A,Entrepreneur,"[68, 18, 58, 21, 78]"
59,ESFP-A,Entertainer,"[71, 21, 46, 15, 81]"
60,ESFP-A,Entertainer,"[67, 17, 44, 22, 75]"
61,ESTP-A,Entrepreneur,"[65, 20, 51, 22, 79]"
62,ESTP-A,Entrepreneur,"[67, 34, 56, 18, 72]"
63,ESFP-A,Entertainer,"[65, 32, 49, 22, 76]"
64,ESTP-A,Entrepreneur,"[67, 22, 54, 26, 76]"
65,ESTP-A,Entrepreneur,"[65, 25, 53, 22, 72]"
66,ESFP-A,Entertainer,"[72, 28, 43, 24, 76]"
67,ESTP-A,Entrepreneur,"[65, 25, 56, 24, 83]"
68,ESFP-A,Entertainer,"[65, 31, 46, 19, 78]"
69,ESFP-A,Entertainer,"[74, 16, 47, 19, 72]"
70,ESTP-A,Entrepreneur,"[65, 34, 53, 24, 76]"
71,ESFP-A,Entertainer,"[72, 36, 47, 26, 76]"
72,ESFP-A,Entertainer,"[72, 31, 47, 19, 72]"
73,ESFP-A,Entertainer,"[68, 42, 49, 19, 81]"
74,ESFP-A,Entertainer,"[65, 34, 43, 22, 81]"
75,ESFP-A,Entertainer,"[65, 36, 47, 22, 82]"
76,ESTP-A,Entrepreneur,"[65, 34, 56, 21, 81]"
77,ESFP-A,Entertainer,"[64, 34, 49, 18, 72]"
78,ESTP-A,Entrepreneur,"[72, 31, 51, 24, 76]"
79,ESTP-A,Entrepreneur,"[67, 39, 53, 21, 79]"
80,ESTP-A,Entrepreneur,"[64, 36, 58, 24, 85]"
81,ESTP-A,Entrepreneur,"[65, 24, 53, 21, 74]"
82,ESTP-A,Entrepreneur,"[64, 31, 57, 22, 76]"
83,ESTP-A,Entrepreneur,"[65, 13, 51, 21, 85]"
84,ESTP-A,Entrepreneur,"[65, 31, 53, 22, 83]"
85,ESTP-A,Entrepreneur,"[65, 29, 53, 22, 76]"
86,ESTP-A,Entrepreneur,"[67, 32, 56, 26, 78]"
87,ESTP-A,Entrepreneur,"[65, 41, 51, 26, 79]"
88,ESFP-A,Entertainer,"[65, 35, 47, 24, 74]"
89,ESTP-A,Entrepreneur,"[65, 29, 51, 22, 85]"
90,ESFP-A,Entertainer,"[68, 35, 46, 22, 69]"
91,ESFP-A,Entertainer,"[65, 21, 49, 21, 83]"
92,ESFP-A,Entertainer,"[65, 21, 49, 21, 72]"
93,ESTP-A,Entrepreneur,"[71, 36, 56, 25, 81]"
94,ESTP-A,Entrepreneur,"[72, 27, 51, 24, 83]"
95,ESTP-A,Entrepreneur,"[67, 18, 51, 25, 76]"
96,ESTP-A,Entrepreneur,"[67, 21, 51, 21, 82]"
97,ESFP-A,Entertainer,"[72, 28, 44, 22, 76]"
98,ESTP-A,Entrepreneur,"[69, 27, 51, 22, 74]"
99,ESFP-A,Entertainer,"[64, 31, 49, 22, 81]"
100,ESFP-A,Entertainer,"[72, 21, 44, 26, 79]"
