num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1,2,19,11,16,1,22,17,5,ISTJ
2,2,19,10,17,1,22,18,4,ISTJ
3,1,20,11,16,1,22,18,4,ISTJ
4,2,19,12,15,1,22,18,4,ISTJ
5,3,18,11,16,0,23,18,4,ISTJ
6,4,17,10,17,0,23,18,4,ISTJ
7,3,18,10,17,1,22,18,4,ISTJ
8,1,20,11,16,1,22,18,4,ISTJ
9,4,17,11,16,1,22,18,4,ISTJ
10,3,18,12,15,0,23,18,4,ISTJ
11,3,18,11,16,1,22,18,4,ISTJ
12,4,17,12,15,1,22,19,3,ISTJ
13,3,18,12,15,0,23,17,5,ISTJ
14,3,18,12,15,1,22,18,4,ISTJ
15,4,17,12,15,1,22,18,4,ISTJ
16,4,17,11,16,1,22,17,5,ISTJ
17,3,18,12,15,1,22,18,4,ISTJ
18,2,19,12,15,1,22,18,4,ISTJ
19,3,18,11,16,1,22,19,3,ISTJ
20,5,16,11,16,1,22,17,5,ISTJ
21,2,19,11,16,1,22,17,5,ISTJ
22,5,16,11,16,1,22,18,4,ISTJ
23,3,18,10,17,1,22,18,4,ISTJ
24,4,17,12,15,0,23,19,3,ISTJ
25,3,18,11,16,1,22,18,4,ISTJ
26,3,18,12,15,1,22,17,5,ISTJ
27,2,19,12,15,1,22,17,5,ISTJ
28,2,19,11,16,1,22,18,4,ISTJ
29,3,18,12,15,1,22,18,4,ISTJ
30,3,18,11,16,1,22,19,3,ISTJ
31,3,18,12,15,1,22,18,4,ISTJ
32,3,18,12,15,1,22,17,5,ISTJ
33,2,19,11,16,1,22,17,5,ISTJ
34,2,19,11,16,0,23,18,4,ISTJ
35,3,18,11,16,1,22,18,4,ISTJ
36,2,19,12,15,1,22,18,4,ISTJ
37,2,19,12,15,0,23,18,4,ISTJ
38,3,18,11,16,1,22,18,4,ISTJ
39,2,19,12,15,1,22,18,4,ISTJ
40,4,17,12,15,1,22,18,4,ISTJ
41,3,18,12,15,1,22,17,5,ISTJ
42,2,19,10,17,1,22,18,4,ISTJ
43,3,18,12,15,1,22,17,5,ISTJ
44,2,19,10,17,1,22,17,5,ISTJ
45,3,18,11,16,1,22,18,4,ISTJ
46,5,16,11,16,1,22,17,5,ISTJ
47,2,19,11,16,1,22,18,4,ISTJ
48,2,19,10,17,1,22,18,4,ISTJ
49,2,19,11,16,1,22,18,4,ISTJ
50,2,19,12,15,1,22,17,5,ISTJ
51,4,17,12,15,0,23,18,4,ISTJ
52,3,18,10,17,0,23,18,4,ISTJ
53,3,18,10,17,1,22,19,3,ISTJ
54,4,17,12,15,1,22,17,5,ISTJ
55,3,18,11,16,1,22,18,4,ISTJ
56,3,18,12,15,1,22,18,4,ISTJ
57,3,18,11,16,1,22,18,4,ISTJ
58,3,18,11,16,1,22,18,4,ISTJ
59,3,18,12,15,1,22,18,4,ISTJ
60,1,20,12,15,1,22,18,4,ISTJ
61,2,19,12,15,1,22,18,4,ISTJ
62,1,20,11,16,1,22,18,4,ISTJ
63,3,18,11,16,1,22,18,4,ISTJ
64,3,18,11,16,1,22,18,4,ISTJ
65,4,17,9,18,1,22,18,4,ISTJ
66,4,17,11,16,1,22,18,4,ISTJ
67,4,17,11,16,1,22,18,4,ISTJ
68,4,17,11,16,1,22,18,4,ISTJ
69,4,17,12,15,1,22,18,4,ISTJ
70,3,18,10,17,1,22,18,4,ISTJ
71,2,19,11,16,1,22,19,3,ISTJ
72,3,18,13,14,1,22,17,5,ISTJ
73,3,18,10,17,1,22,18,4,ISTJ
74,2,19,11,16,1,22,18,4,ISTJ
75,4,17,11,16,1,22,18,4,ISTJ
76,3,18,10,17,1,22,19,3,ISTJ
77,3,18,11,16,1,22,18,4,ISTJ
78,3,18,10,17,0,23,18,4,ISTJ
79,2,19,12,15,1,22,19,3,ISTJ
80,3,18,13,14,1,22,18,4,ISTJ
81,4,17,11,16,1,22,18,4,ISTJ
82,5,16,11,16,1,22,18,4,ISTJ
83,3,18,13,14,1,22,18,4,ISTJ
84,4,17,10,17,1,22,18,4,ISTJ
85,2,19,10,17,1,22,18,4,ISTJ
86,2,19,12,15,1,22,18,4,ISTJ
87,2,19,12,15,1,22,17,5,ISTJ
88,4,17,10,17,0,23,18,4,ISTJ
89,4,17,10,17,1,22,18,4,ISTJ
90,3,18,12,15,1,22,18,4,ISTJ
91,2,19,12,15,1,22,18,4,ISTJ
92,3,18,11,16,1,22,17,5,ISTJ
93,4,17,11,16,1,22,18,4,ISTJ
94,4,17,12,15,1,22,18,4,ISTJ
95,5,16,10,17,1,22,18,4,ISTJ
96,2,19,10,17,1,22,17,5,ISTJ
97,4,17,12,15,1,22,18,4,ISTJ
98,1,20,11,16,1,22,17,5,ISTJ
99,4,17,11,16,1,22,17,5,ISTJ
100,3,18,12,15,1,22,18,4,ISTJ
,296,1804,1121,1579,89,2211,1787,413,
