num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1,13,8,27,0,15,8,4,18,ENFP
2,12,9,25,1,18,6,4,18,ENFP
3,12,9,27,0,18,5,4,18,ENFP
4,12,9,27,0,15,8,4,18,ENFP
5,12,9,26,1,17,6,3,19,ENFP
6,12,9,26,0,16,8,3,19,ENFP
7,12,9,25,1,16,8,4,18,ENFP
8,12,9,26,1,15,8,4,18,ENFP
9,14,7,27,0,17,6,4,18,ENFP
10,12,9,27,0,17,6,4,18,ENFP
11,14,7,26,1,16,7,3,19,ENFP
12,13,8,27,0,17,6,4,18,ENFP
13,13,8,27,0,12,11,5,17,ENFP
14,12,9,27,0,15,8,4,18,ENFP
15,11,10,27,0,15,8,4,18,ENFP
16,12,9,27,0,14,9,4,18,ENFP
17,13,8,27,0,16,7,3,19,ENFP
18,13,8,27,0,16,7,4,18,ENFP
19,13,8,27,0,19,4,4,18,ENFP
20,14,7,27,0,16,7,4,18,ENFP
21,13,8,27,0,18,5,4,18,ENFP
22,13,8,27,0,18,5,5,17,ENFP
23,12,9,27,0,15,8,4,18,ENFP
24,13,8,26,0,16,8,4,18,ENFP
25,12,9,26,0,16,8,4,18,ENFP
26,11,10,26,0,16,8,4,18,ENFP
27,12,9,26,0,16,8,4,18,ENFP
28,14,7,26,1,16,7,3,19,ENFP
29,13,8,27,0,15,8,4,18,ENFP
30,12,9,26,1,16,7,4,18,ENFP
31,14,7,26,1,16,7,4,18,ENFP
32,12,9,26,0,18,6,4,18,ENFP
33,12,9,26,0,15,9,4,18,ENFP
34,10,11,27,0,16,7,4,18,INFP
35,13,8,27,0,16,7,4,18,ENFP
36,13,8,27,0,19,4,4,18,ENFP
37,13,8,27,0,15,8,4,18,ENFP
38,13,8,26,0,17,7,4,18,ENFP
39,13,8,27,0,17,6,4,18,ENFP
40,12,9,27,0,16,7,4,18,ENFP
41,13,8,27,0,17,6,5,17,ENFP
42,11,10,27,0,17,6,4,18,ENFP
43,12,9,27,0,17,6,5,17,ENFP
44,13,8,27,0,16,7,4,18,ENFP
45,12,9,27,0,15,8,4,18,ENFP
46,12,9,27,0,16,7,4,18,ENFP
47,12,9,26,0,15,9,4,18,ENFP
48,13,8,27,0,15,8,4,18,ENFP
49,13,8,26,0,16,8,4,18,ENFP
50,14,7,27,0,16,7,4,18,ENFP
51,13,8,27,0,15,8,3,19,ENFP
52,11,10,27,0,16,7,4,18,ENFP
53,11,10,27,0,18,5,4,18,ENFP
54,13,8,27,0,15,8,4,18,ENFP
55,12,9,27,0,14,9,4,18,ENFP
56,13,8,27,0,17,6,3,19,ENFP
57,13,8,27,0,15,8,3,19,ENFP
58,12,9,27,0,15,8,4,18,ENFP
59,13,8,26,0,17,7,4,18,ENFP
60,12,9,26,0,15,9,4,18,ENFP
61,14,7,26,0,15,9,3,19,ENFP
62,12,9,26,0,15,9,4,18,ENFP
63,13,8,27,0,16,7,4,18,ENFP
64,14,7,26,1,16,7,3,19,ENFP
65,12,9,26,0,16,8,4,18,ENFP
66,12,9,27,0,15,8,4,18,ENFP
67,12,9,26,1,15,8,4,18,ENFP
68,12,9,27,0,16,7,4,18,ENFP
69,12,9,27,0,14,9,4,18,ENFP
70,13,8,27,0,16,7,4,18,ENFP
71,13,8,27,0,17,6,4,18,ENFP
72,11,10,27,0,15,8,4,18,ENFP
73,12,9,27,0,16,7,3,19,ENFP
74,13,8,26,0,16,8,4,18,ENFP
75,13,8,26,1,16,7,5,17,ENFP
76,13,8,27,0,17,6,4,18,ENFP
77,13,8,27,0,16,7,4,18,ENFP
78,12,9,27,0,17,6,4,18,ENFP
79,12,9,27,0,16,7,4,18,ENFP
80,12,9,27,0,15,8,4,18,ENFP
81,12,9,27,0,16,7,4,18,ENFP
82,13,8,26,0,16,8,4,18,ENFP
83,12,9,27,0,18,5,3,19,ENFP
84,12,9,27,0,17,6,3,19,ENFP
85,13,8,27,0,17,6,4,18,ENFP
86,12,9,27,0,16,7,4,18,ENFP
87,13,8,26,0,15,9,5,17,ENFP
88,13,8,27,0,18,5,4,18,ENFP
89,12,9,27,0,18,5,4,18,ENFP
90,13,8,26,0,17,7,5,17,ENFP
91,12,9,27,0,17,6,4,18,ENFP
92,13,8,27,0,16,7,4,18,ENFP
93,13,8,27,0,14,9,3,19,ENFP
94,11,10,26,0,16,8,4,18,ENFP
95,12,9,27,0,17,6,4,18,ENFP
96,13,8,27,0,15,8,3,19,ENFP
97,13,8,26,0,14,10,4,18,ENFP
98,13,8,27,0,14,9,4,18,ENFP
99,11,10,27,0,17,6,4,18,ENFP
100,13,8,26,0,17,7,4,18,ENFP
,1248,852,2665,11,1604,720,392,1808,
