num_of_cycles,E,I,N,S,F,T,J,P,MBTI
1,11,10,16,11,22,1,10,12,ENFP
2,13,8,16,11,22,1,13,9,ENFJ
3,12,9,19,8,22,1,12,10,ENFJ
4,11,10,19,8,22,1,12,10,ENFJ
5,11,10,17,10,22,1,10,12,ENFP
6,12,9,16,11,22,1,12,10,ENFJ
7,12,9,17,10,22,1,13,9,ENFJ
8,11,10,17,9,22,2,12,10,ENFJ
9,12,9,16,10,22,2,11,11,ENFP
10,12,9,16,11,22,1,13,9,ENFJ
11,12,9,17,9,22,2,10,12,ENFP
12,13,8,19,8,22,1,12,10,ENFJ
13,12,9,14,12,22,2,10,12,ENFP
14,12,9,15,12,22,1,12,10,ENFJ
15,12,9,16,10,21,3,12,10,ENFJ
16,13,8,16,11,22,1,12,10,ENFJ
17,11,10,16,10,22,2,11,11,ENFP
18,10,11,16,10,22,2,13,9,INFJ
19,10,11,17,10,22,1,13,9,INFJ
20,11,10,15,11,22,2,14,8,ENFJ
21,11,10,17,9,22,2,12,10,ENFJ
22,12,9,16,10,22,2,12,10,ENFJ
23,11,10,15,11,22,2,12,10,ENFJ
24,11,10,20,6,22,2,13,9,ENFJ
25,11,10,16,11,22,1,10,12,ENFP
26,12,9,17,10,21,2,12,10,ENFJ
27,13,8,16,11,22,1,10,12,ENFP
28,12,9,15,11,21,3,13,9,ENFJ
29,12,9,17,10,22,1,10,12,ENFP
30,12,9,16,11,22,1,10,12,ENFP
31,11,10,14,13,22,1,12,10,ENFJ
32,12,9,18,9,22,1,10,12,ENFP
33,12,9,17,10,22,1,11,11,ENFP
34,12,9,18,8,22,2,10,12,ENFP
35,11,10,16,10,22,2,11,11,ENFP
36,11,10,14,12,22,2,12,10,ENFJ
37,12,9,17,10,22,1,13,9,ENFJ
38,12,9,18,8,22,2,10,12,ENFP
39,12,9,16,10,22,2,12,10,ENFJ
40,11,10,17,9,22,2,14,8,ENFJ
41,12,9,17,9,21,3,9,13,ENFP
42,10,11,16,11,22,1,12,10,INFJ
43,13,8,18,8,22,2,11,11,ENFP
44,13,8,16,11,22,1,12,10,ENFJ
45,11,10,15,12,22,1,12,10,ENFJ
46,12,9,15,12,22,1,11,11,ENFP
47,13,8,17,9,22,2,9,13,ENFP
48,11,10,18,9,22,1,14,8,ENFJ
49,11,10,16,11,22,1,11,11,ENFP
50,11,10,17,10,22,1,9,13,ENFP
51,11,10,15,11,22,2,10,12,ENFP
52,11,10,18,8,22,2,11,11,ENFP
53,11,10,19,8,22,1,9,13,ENFP
54,11,10,19,8,22,1,11,11,ENFP
55,12,9,15,12,22,1,12,10,ENFJ
56,11,10,18,9,22,1,13,9,ENFJ
57,12,9,17,9,22,2,11,11,ENFP
58,11,10,15,11,21,3,12,10,ENFJ
59,12,9,16,11,22,1,10,12,ENFP
60,11,10,16,10,22,2,13,9,ENFJ
61,11,10,19,8,22,1,11,11,ENFP
62,10,11,18,9,22,1,12,10,INFJ
63,11,10,17,10,22,1,11,11,ENFP
64,11,10,19,8,22,1,12,10,ENFJ
65,11,10,16,10,22,2,13,9,ENFJ
66,10,11,14,13,22,1,11,11,INFP
67,12,9,20,7,22,1,10,12,ENFP
68,11,10,18,8,22,2,11,11,ENFP
69,11,10,15,11,22,2,11,11,ENFP
70,11,10,17,9,22,2,11,11,ENFP
71,12,9,16,11,22,1,11,11,ENFP
72,12,9,18,9,22,1,12,10,ENFJ
73,13,8,18,9,22,1,13,9,ENFJ
74,11,10,17,10,22,1,11,11,ENFP
75,11,10,18,8,22,2,11,11,ENFP
76,11,10,19,8,22,1,10,12,ENFP
77,10,11,17,10,22,1,11,11,INFP
78,12,9,15,11,22,2,11,11,ENFP
79,11,10,17,9,21,3,11,11,ENFP
80,11,10,18,8,22,2,13,9,ENFJ
81,12,9,18,8,21,3,13,9,ENFJ
82,11,10,17,10,21,2,13,9,ENFJ
83,13,8,13,13,22,2,11,11,ESFP
84,10,11,15,11,22,2,10,12,INFP
85,10,11,19,7,22,2,10,12,INFP
86,12,9,16,10,22,2,13,9,ENFJ
87,11,10,16,10,22,2,13,9,ENFJ
88,10,11,17,10,22,1,11,11,INFP
89,12,9,21,6,22,1,10,12,ENFP
90,11,10,17,10,22,1,9,13,ENFP
91,13,8,19,8,22,1,14,8,ENFJ
92,11,10,15,11,21,3,10,12,ENFP
93,11,10,17,10,22,1,12,10,ENFJ
94,11,10,14,13,22,1,10,12,ENFP
95,12,9,19,7,21,3,10,12,ENFP
96,11,10,17,9,22,2,10,12,ENFP
97,11,10,14,12,22,2,12,10,ENFJ
98,11,10,16,10,21,3,11,11,ENFP
99,12,9,15,12,21,2,11,11,ENFP
100,12,9,18,9,22,1,14,8,ENFJ
,1146,954,1672,982,2188,158,1142,1058,
